Navigated to file:///Users/madelaine/Downloads/csc428-master-2/views/device1.html
/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:94 Start tracking information: Task 1, Part 1, Attempt 1
/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:102 Timestamp: 1427157840905: x:403, y:253
/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:94 Start tracking information: Task 1, Part 2, Attempt 1
/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:102 Timestamp: 1427157842215: x:150, y:203
/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:94 Start tracking information: Task 1, Part 3, Attempt 1
/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:102 Timestamp: 1427157843221: x:456, y:452
/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:94 Start tracking information: Task 1, Part 4, Attempt 1
/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:102 Timestamp: 1427157844401: x:204, y:204
2/Users/madelaine/Downloads/csc428-master-2/js/task1a.js:94 Start tracking information: Task 1, Part 5, Attempt 1
Navigated to file:///Users/madelaine/Downloads/csc428-master-2/views/task2a.html
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:153 MouseEvent {dataTransfer: null, which: 1, toElement: canvas#myCanvas.task2, fromElement: null, y: 266…}
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:155 Start tracking information: Task 2, Part 1, Attempt 1
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847293: x:352, y:264
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847301: x:351, y:263
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:173 Stop tracking information: Task 2, Part 1, Attempt 1 failed.
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:153 MouseEvent {dataTransfer: null, which: 1, toElement: canvas#myCanvas.task2, fromElement: null, y: 254…}
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:155 Start tracking information: Task 2, Part 1, Attempt 2
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847591: x:351, y:255
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847601: x:351, y:256
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847608: x:352, y:257
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847616: x:352, y:258
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847623: x:353, y:259
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847636: x:354, y:259
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847639: x:355, y:260
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847644: x:355, y:261
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847654: x:356, y:261
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847662: x:357, y:261
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847669: x:358, y:262
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847678: x:359, y:262
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847685: x:361, y:262
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847692: x:364, y:263
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847703: x:367, y:263
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847708: x:371, y:264
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847717: x:376, y:265
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847725: x:381, y:266
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847729: x:385, y:266
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847740: x:390, y:267
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847746: x:394, y:268
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847754: x:397, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847761: x:400, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847769: x:403, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847778: x:405, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847785: x:408, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847793: x:411, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847801: x:414, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847808: x:417, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847819: x:421, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847825: x:425, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847830: x:429, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847839: x:433, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847845: x:436, y:270
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847854: x:439, y:270
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847862: x:442, y:270
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847869: x:444, y:270
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847876: x:446, y:270
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847886: x:447, y:270
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847893: x:449, y:271
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847901: x:450, y:271
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847907: x:452, y:271
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847913: x:454, y:271
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847922: x:456, y:270
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847930: x:458, y:270
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847937: x:460, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847945: x:461, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847953: x:462, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847961: x:464, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847968: x:465, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847976: x:466, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847985: x:467, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157847991: x:469, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848002: x:471, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848006: x:473, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848013: x:476, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848022: x:478, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848029: x:481, y:269
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848037: x:482, y:268
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848045: x:484, y:267
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848053: x:485, y:266
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848059: x:486, y:265
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848068: x:486, y:265
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848076: x:487, y:264
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848084: x:487, y:264
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848090: x:487, y:264
/Users/madelaine/Downloads/csc428-master-2/js/task2a.js:181 Timestamp: 1427157848101: x:488, y:263
